"YEAR","CASEID","SERIAL","REGION","STATEFIP","METRO","MSASIZE","COUNTY","METAREA","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HH_NUMKIDS","AGEYCHILD","HH_NUMADULTS","PERNUM","LINENO","MONTH","AGE","SEX","RACE","HISPAN","ASIAN","MARST","YRIMMIG","CITIZEN","BPL","MBPL","FBPL","RELATE","EDUC","EDUCYRS","SCHLCOLL","EMPSTAT","MULTJOBS","CLWKR","OCC2","OCC","IND2","IND","RETIRED","FULLPART","UHRSWORKT","EARNWEEK","PAIDHOUR","HOURWAGE","HRSATRATE","SPOUSEPRES","SPAGE","SPSEX","SPRACE","SPHISPAN","SPEDUC","SPEMPNOT","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","KIDUND18","HH_NUMOWNKIDS","KIDUND13","KIDUND1","KID1TO2","KID3TO5","KID6TO12","KID13TO17","NONHHCHILD","NOSCCRSN1","SCC_ALL","SCC_OWN","SCC_HH","SCC_HHNHHOWN","DIFFANY","ECYEST","ECPRIOR","ECNUM","ECFREQ","COVIDTELEW","COVIDPAID","COVIDUNAW","COVIDLOOK","ACT_CARENHH","ACT_SOCIAL","ACT_SPORTS","ACT_WORK","adultcare","childcare","primary_childcare","routine_housework","employment","employment_di","remote_work","gender","college","age_youngestchild","race","married","education"
2021,20211009210650,7160,3,51,2,5,51000,0,16,5,1,1,1,14,4,1,1,10,41,2,100,100,999,1,0,1,9900,9900,9900,10,40,217,1,1,0,4,140,4710,201,6991,99,1,55,1634.61,2,999.99,999,1,43,1,100,100,41,1,1,40,2884.61,1,1,0,"No","No","No","No","Yes",0,99,0,0,0,0,1,0,1,1,5,1,99,1,99,0,139,0,605,1,0,0,0,"employed","employed","No","Woman","College degree",14,"Non-Hispanic White","married","College degree+"
2021,20211009210652,7161,3,5,4,0,5000,0,14,2,1,0,0,999,2,1,1,10,71,2,100,100,999,1,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,71,1,100,100,40,0,4,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,0,1,1,1,99,99,1,1,0,355,0,0,0,0,0,40,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20211009210654,7162,1,34,2,7,34031,5601,15,4,2,0,0,999,4,1,1,10,85,1,100,241,999,3,14,4,26010,26010,26010,10,13,107,99,1,0,4,200,9365,160,5090,99,1,40,400,1,10,999,2,40,2,100,241,32,1,1,99,230,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,269,0,336,0,0,0,0,"employed","employed","No","Man","No college degree",NA,"Hispanic","not married","Less than HS diploma"
2021,20211009210661,7163,1,23,3,2,23019,0,8,1,1,0,0,999,1,1,1,10,42,1,100,100,999,4,0,1,9900,9900,9900,10,21,112,1,1,0,5,150,5740,240,7870,99,1,40,435,1,17,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,315,0,424,0,0,0,17,"employed","employed","No","Man","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20211009210663,7164,2,19,4,0,19000,0,12,1,1,0,0,999,1,1,1,10,58,2,100,100,999,4,0,1,9900,9900,9900,10,40,217,99,1,0,4,200,9645,231,7780,99,1,40,750,1,15,50,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,175,0,175,0,0,0,150,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20211009210665,7165,2,39,2,5,39000,0,16,3,1,0,0,999,3,1,1,10,68,2,100,100,999,1,0,1,9900,9900,9900,10,40,217,99,1,0,4,127,3150,251,8170,99,1,40,2307.69,2,999.99,999,1,66,1,100,100,30,1,1,40,880,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,90,60,120,0,0,0,0,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20211009210668,7166,1,34,2,7,34023,5601,16,5,1,1,3,6,2,1,1,10,37,2,100,241,999,1,0,1,9900,26010,26010,10,40,217,1,1,0,4,125,2310,240,7860,99,1,60,1538,2,999.99,999,1,39,1,100,241,41,1,1,40,2400,1,3,1,"No","No","No","Yes","No",0,3,690,690,690,690,1,99,96,99,99,1,99,1,99,0,500,0,0,0,120,120,130,"employed","employed","No","Woman","College degree",6,"Hispanic","married","College degree+"
2021,20211009210669,7167,2,17,2,7,17000,1601,15,5,1,1,3,6,2,1,1,10,41,2,100,100,999,1,0,1,9900,9900,9900,10,32,214,1,1,0,4,125,2300,252,8470,99,2,15,150,1,13.5,999,1,41,1,100,100,31,1,1,40,384,1,3,1,"No","No","No","Yes","Yes",0,99,180,180,180,180,1,99,0,99,99,99,99,1,1,0,90,0,180,0,200,200,240,"employed","employed",NA,"Woman","No college degree",6,"Non-Hispanic White","married","Some college"
2021,20211009210677,7168,3,22,4,0,22000,0,11,2,1,0,0,999,2,1,1,10,80,2,100,100,999,1,0,1,9900,9900,9900,10,31,214,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,69,1,100,100,21,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,489,34,0,20,0,0,95,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","married","Some college"
2021,20211009210678,7169,4,6,2,7,6059,4481,10,2,1,0,0,999,2,1,1,10,75,2,100,100,999,6,0,1,9900,9900,9900,10,40,217,99,1,0,4,131,3930,210,7072,99,2,20,252,1,14,18,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,415,0,0,0,0,0,95,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20211009210679,7170,1,36,1,7,36005,5601,15,2,1,0,0,999,2,1,1,10,58,2,100,100,999,1,0,1,9900,9900,9900,10,32,214,99,1,0,5,150,5740,292,9180,99,1,40,1200,2,999.99,999,1,65,1,100,100,40,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,1,1,1,1,2,99,1,99,0,128,0,395,0,0,0,45,"employed","employed","Yes","Woman","No college degree",NA,"Non-Hispanic White","married","Some college"
2021,20211009210684,7171,3,12,1,3,12033,0,13,2,1,0,0,999,2,1,1,10,67,2,100,250,999,3,0,1,9900,9900,9900,10,41,316,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,360,0,0,0,0,0,120,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Hispanic","not married","College degree+"
2021,20211009210687,7172,2,29,2,6,29189,0,5,1,1,0,0,999,1,1,1,10,70,2,110,100,999,4,0,1,9900,9900,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,325,0,0,0,0,0,350,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Non-Hispanic Black","not married","College degree+"
2021,20211009210689,7173,4,16,3,0,16000,0,7,1,2,0,0,999,1,1,1,10,76,2,100,100,999,4,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,410,0,0,0,0,0,97,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20211009210690,7174,3,12,2,7,12099,5000,3,1,1,0,0,999,1,1,1,10,68,2,100,210,999,5,5,4,20000,20000,20000,10,17,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,2,0,395,0,0,0,0,0,225,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Hispanic","not married","Less than HS diploma"
2021,20211009210694,7175,3,21,2,5,21117,0,12,2,2,0,0,999,2,1,1,10,31,2,100,100,999,1,0,1,9900,9900,9900,10,40,217,1,1,0,4,150,5860,251,7980,99,2,32,769.23,2,999.99,999,1,33,1,100,100,40,1,1,40,961.53,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,210,0,525,0,0,0,0,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20211009210695,7176,3,47,3,3,47000,3660,11,1,1,0,0,999,1,1,1,10,69,2,100,100,999,3,0,1,9900,9900,9900,10,41,316,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,145,0,0,0,1,99,0,99,99,99,99,1,1,150,231,0,0,0,0,0,90,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20211009210698,7177,2,17,2,7,17097,1601,16,3,1,1,1,17,2,1,1,10,46,1,131,100,70,1,33,5,52100,52100,52100,10,41,316,1,1,0,4,110,110,145,2190,99,1,50,2884.61,2,999.99,999,1,43,2,131,100,41,1,1,50,2403.84,1,1,0,"No","No","No","No","Yes",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,100,20,590,15,0,0,60,"employed","employed","No","Man","College degree",17,"Non-Hispanic Asian","married","College degree+"
2021,20211009210702,7178,1,34,3,7,34007,6161,13,2,1,0,0,999,2,1,1,10,72,2,100,100,999,1,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,73,1,100,100,30,0,4,999,99999.98,0,0,0,"No","No","No","No","No",0,99,40,0,0,0,1,99,0,99,99,99,99,1,1,470,240,0,0,0,0,0,80,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20211009210713,7179,4,53,2,5,53000,6400,15,2,1,0,0,999,2,1,1,10,57,2,100,100,999,1,0,1,9900,9900,54200,10,40,217,99,1,0,4,110,120,232,7790,99,1,40,2307.69,2,999.99,999,1,60,1,100,100,30,1,1,40,1346.15,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,1,99,6,1,99,1,99,2,260,0,0,2,0,0,55,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20211009210726,7180,3,51,2,7,51000,8841,14,1,1,0,0,999,1,1,1,10,54,2,110,100,999,6,0,1,9900,9900,9900,10,41,316,99,1,0,4,123,2025,220,7380,99,1,40,1538.46,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,2,99,1,99,0,150,60,525,0,0,0,90,"employed","employed","Yes","Woman","College degree",NA,"Non-Hispanic Black","not married","College degree+"
2021,20211009210731,7181,2,27,3,0,27000,0,10,1,2,0,0,999,1,1,1,10,26,1,100,100,999,6,0,1,9900,9900,9900,10,21,112,1,1,0,4,170,6355,120,770,99,1,40,903.84,1,20.48,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,0,0,450,0,0,0,105,"employed","employed","No","Man","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20211009210732,7182,4,6,2,7,6037,4481,1,1,2,0,0,999,1,1,1,10,46,2,132,100,999,5,18,5,51500,51500,51500,10,41,316,1,1,0,7,127,3160,252,8370,99,2,16,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,1,2,99,0,105,0,105,0,0,0,0,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic Asian","not married","College degree+"
2021,20211009210733,7183,3,51,2,7,51000,8841,13,1,2,0,0,999,1,1,1,10,35,2,100,100,999,6,10,3,43400,9900,9900,10,41,316,1,1,0,3,125,2330,240,7860,99,1,40,1500,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,305,0,0,0,0,0,100,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20211009210736,7184,3,48,2,5,48000,0,15,6,1,1,4,1,2,1,1,10,36,2,100,100,999,1,0,1,9900,9900,9900,10,41,316,1,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,1,36,1,100,100,41,1,1,40,2500,1,4,1,"No","Yes","Yes","Yes","No",0,99,418,418,418,418,1,99,0,99,99,99,99,1,1,0,180,60,0,0,255,195,30,"not in labor force","unemployed",NA,"Woman","College degree",1,"Non-Hispanic White","married","College degree+"
2021,20211009210737,7185,3,40,2,5,40000,0,6,2,2,0,0,999,2,1,1,10,60,2,100,100,999,4,0,1,9900,15000,9900,10,40,217,99,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,31,364,0,0,31,0,0,0,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20211009210740,7186,3,48,2,7,48000,0,11,2,1,0,0,999,2,1,1,10,64,1,100,243,999,1,15,4,21060,21060,21060,10,31,213,99,1,0,4,150,5630,291,9090,99,1,40,650,2,999.99,999,1,57,2,100,210,30,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,1,1,1,1,1,99,1,99,0,215,0,515,0,0,0,0,"employed","employed","No","Man","No college degree",NA,"Hispanic","married","Some college"
2021,20211009210741,7187,3,21,3,0,21000,0,15,3,1,0,0,999,3,1,1,10,52,2,100,100,999,1,0,1,9900,9900,9900,10,41,316,99,1,0,2,110,440,240,7860,99,1,40,1384.61,2,999.99,999,1,68,1,100,100,21,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,195,0,430,0,0,0,65,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20211009210750,7188,4,6,2,6,6073,0,6,2,2,0,0,999,2,1,1,10,73,2,100,242,999,1,24,4,21030,21030,21030,10,40,217,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,69,1,100,242,31,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,120,0,0,0,0,0,105,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Hispanic","married","College degree+"
2021,20211009210751,7189,3,48,1,4,48000,2310,13,3,1,0,0,999,3,1,1,10,58,2,100,100,999,1,0,1,9900,9900,9900,10,21,112,99,1,0,3,150,5860,240,7860,99,1,40,800,1,25,999,1,58,1,100,210,41,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,424,0,0,1,0,0,515,"employed","employed","No","Woman","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20211009210752,7190,3,24,2,7,24033,8841,14,2,1,0,0,999,2,1,1,10,64,2,110,100,999,1,4,4,60031,60031,60031,10,40,217,99,1,0,4,127,3500,251,8270,99,1,44,1258.4,1,31.46,40,1,65,1,110,100,41,0,4,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,1,1,1,1,1,99,1,99,0,225,0,0,0,0,0,120,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic Black","married","College degree+"
2021,20211009210755,7191,2,27,4,0,27000,0,11,1,2,0,0,999,1,1,1,10,73,1,100,100,999,6,0,1,9900,9900,9900,10,41,316,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,0,1,1,2,99,99,1,1,0,610,0,0,0,0,0,270,"not in labor force","unemployed",NA,"Man","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20211009210756,7192,2,26,2,6,26163,2161,14,4,1,0,0,999,3,1,1,10,47,1,100,100,999,1,0,1,9900,9900,9900,10,21,112,1,1,0,4,150,5522,232,7790,99,1,40,1200,2,999.99,999,1,47,2,100,100,20,1,1,45,1153.84,0,0,0,"No","No","No","No","No",1,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,240,0,410,0,0,0,85,"employed","employed","No","Man","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20211009210758,7193,3,22,1,5,22071,0,13,1,1,0,0,999,1,1,1,10,54,1,100,100,999,4,0,1,9900,9900,9900,10,41,316,99,1,0,4,122,1760,240,7870,99,1,40,1307.69,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,1,99,6,1,99,1,99,0,350,120,120,0,0,0,70,"employed","employed","No","Man","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20211009210759,7194,4,53,1,6,53000,7601,14,3,1,0,0,999,3,1,1,10,64,1,100,100,999,1,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,61,2,100,100,21,1,1,40,2884.61,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,120,0,0,0,0,0,0,"not in labor force","unemployed",NA,"Man","No college degree",NA,"Non-Hispanic White","married","HS diploma, no college"
2021,20211009210763,7195,4,53,1,6,53000,7601,16,3,1,1,1,7,2,1,1,10,44,2,100,100,999,1,0,1,9900,9900,9900,10,41,316,1,2,0,7,125,2360,160,5370,99,2,10,99999.99,99,999.99,999,1,49,1,100,244,40,0,3,999,99999.98,1,1,1,"No","No","No","Yes","No",0,99,214,214,214,214,1,99,0,99,99,2,99,1,99,0,35,0,60,0,140,140,213,"employed","employed","Yes","Woman","College degree",7,"Non-Hispanic White","married","College degree+"
2021,20211009210771,7196,2,29,2,6,29189,0,12,1,2,0,0,999,1,1,1,10,27,1,131,100,30,6,0,1,9900,51500,51500,10,30,214,1,1,0,4,120,1021,220,7380,99,1,40,1000,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,2,99,1,99,0,325,0,0,0,0,0,0,"employed","employed","Yes","Man","No college degree",NA,"Non-Hispanic Asian","not married","Some college"
2021,20211009210772,7197,2,55,1,5,55000,5081,9,1,2,0,0,999,1,1,1,10,51,2,120,100,999,5,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,99,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,476,0,0,0,2,99,0,99,99,99,99,1,1,0,225,3,0,0,0,0,16,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"American Indian, Alaskan Native","not married","HS diploma, no college"
2021,20211009210779,7198,3,22,3,0,22000,0,13,3,1,0,0,999,3,1,1,10,32,2,201,100,999,6,0,1,9900,9900,9900,10,30,216,1,1,0,4,127,3421,160,5070,99,1,40,550,1,13.75,40,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,96,99,99,1,99,1,99,190,170,0,0,0,0,0,20,"employed","employed","No","Woman","No college degree",NA,"Multiple Races","not married","Some college"
2021,20211009210780,7199,2,26,4,0,26000,0,10,2,1,0,0,999,2,1,1,10,62,2,100,100,999,1,0,1,9900,9900,9900,10,30,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,1,63,1,100,100,21,0,5,999,99999.98,0,0,0,"No","No","No","No","No",0,99,574,0,0,0,1,99,0,99,99,99,99,1,1,3,256,30,0,56,0,0,70,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","married","Some college"
2021,20211009210781,7200,1,42,3,3,42133,3240,15,3,1,0,0,999,3,1,1,10,29,1,100,100,999,6,0,1,9900,9900,9900,10,21,112,1,1,0,4,170,6260,120,770,99,1,40,920,1,23,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,735,0,0,0,0,0,0,"employed","employed","No","Man","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
2021,20211009210784,7201,3,22,4,0,22000,0,14,3,1,1,1,16,2,1,1,10,47,1,100,100,999,1,0,1,9900,9900,9900,10,13,107,1,1,0,7,110,440,120,770,99,1,50,99999.99,99,999.99,999,1,40,2,100,100,40,1,1,40,519.23,1,1,0,"No","No","No","No","Yes",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,0,0,0,0,0,0,66,"employed","employed","No","Man","No college degree",16,"Non-Hispanic White","married","Less than HS diploma"
2021,20211009210788,7202,1,42,4,0,42000,0,9,1,1,0,0,999,1,1,1,10,73,2,100,100,999,3,0,1,9900,9900,9900,10,31,214,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,0,300,0,0,0,0,0,141,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","not married","Some college"
2021,20211009210790,7203,3,12,2,5,12000,0,15,2,1,0,0,999,2,1,1,10,65,2,100,100,999,1,0,1,9900,9900,9900,10,43,321,99,1,0,5,123,2040,292,9160,99,1,50,1442.3,2,999.99,999,1,68,1,100,100,41,0,3,999,99999.98,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,245,0,300,0,0,0,0,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20211009210795,7204,3,51,3,3,51000,0,14,3,1,1,2,12,1,1,1,10,49,1,100,100,999,4,0,1,9900,9900,9900,10,30,213,1,1,0,4,110,20,133,3370,99,1,40,1596.15,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,1,2,1,"No","No","No","Yes","Yes",0,99,330,330,330,330,1,99,0,99,99,1,99,1,99,0,540,0,0,0,0,0,0,"employed","employed","No","Man","No college degree",12,"Non-Hispanic White","not married","Some college"
2021,20211009210807,7205,1,42,2,4,42000,0,1,4,1,1,1,6,3,1,1,10,31,2,100,100,999,1,0,1,9900,9900,9900,10,20,109,1,1,0,4,140,4720,160,4971,99,2,25,576,2,999.99,999,1,34,1,100,100,31,1,1,40,99999.98,1,1,1,"No","No","No","Yes","No",0,99,280,280,280,280,1,99,0,99,99,99,99,1,1,0,570,0,0,0,75,75,165,"employed","employed",NA,"Woman","No college degree",6,"Non-Hispanic White","married","HS diploma, no college"
2021,20211009210809,7206,3,21,2,5,21111,0,14,1,1,0,0,999,1,1,1,10,80,1,100,100,999,3,0,1,9900,9900,9900,10,42,320,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,99,99,1,1,5,540,60,0,5,0,0,170,"not in labor force","unemployed",NA,"Man","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20211009210811,7207,4,6,1,4,6029,0,13,2,2,1,1,12,1,1,1,10,40,2,100,100,999,6,0,1,9900,9900,9900,10,40,217,1,1,0,3,125,2310,240,7860,99,1,40,1250,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,1,1,1,"No","No","No","Yes","No",0,99,660,660,660,660,1,99,0,99,99,1,99,1,99,0,290,0,0,0,155,155,65,"employed","employed","No","Woman","College degree",12,"Non-Hispanic White","not married","College degree+"
2021,20211009210813,7208,3,24,2,6,24003,8841,16,1,1,0,0,999,1,1,1,10,66,2,100,100,999,4,0,1,9900,9900,9900,10,41,316,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,0,1,1,1,99,99,1,1,0,120,0,0,0,0,0,120,"not in labor force","unemployed",NA,"Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20211009210818,7209,4,4,1,4,4019,0,5,1,1,0,0,999,1,1,1,10,74,2,100,100,999,4,0,1,9900,9900,9900,10,41,316,99,1,1,4,125,2360,160,4770,99,1,9995,833.33,2,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,0,1,1,7,1,99,1,99,0,30,0,639,0,0,0,56,"employed","employed","No","Woman","College degree",NA,"Non-Hispanic White","not married","College degree+"
2021,20211009210820,7210,3,12,1,6,12057,0,16,2,1,0,0,999,2,1,1,10,65,1,100,244,999,4,11,4,30020,30020,30020,10,42,320,99,1,0,2,127,3090,250,8191,99,1,45,2884.61,2,999.99,999,2,65,2,100,100,42,1,1,55,2884.61,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,30,60,536,0,0,0,25,"employed","employed","No","Man","College degree",NA,"Hispanic","not married","College degree+"
2021,20211009210821,7211,3,1,4,0,1000,0,8,1,2,0,0,999,1,1,1,10,74,2,100,100,999,3,0,1,9900,9900,9900,10,16,111,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,96,99,99,99,99,1,1,30,285,60,0,30,0,0,45,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","not married","Less than HS diploma"
2021,20211009210826,7212,2,17,1,3,17000,0,15,2,1,0,0,999,2,1,1,10,54,1,100,100,999,1,0,1,9900,9900,9900,10,40,217,99,1,0,3,110,440,300,9390,99,1,40,1692.3,2,999.99,999,1,48,2,100,100,40,1,1,15,260,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,1,99,0,99,99,1,99,1,99,0,743,0,0,0,0,0,0,"employed","employed","No","Man","College degree",NA,"Non-Hispanic White","married","College degree+"
2021,20211009210828,7213,3,5,4,0,5000,0,7,1,1,0,0,999,1,1,1,10,85,2,100,100,999,3,0,1,9900,9900,9900,10,21,112,99,5,99,99,9999,99999,9999,99999,1,99,9999,99999.99,99,999.99,999,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,"No","No","No","No","No",0,99,0,0,0,0,2,99,0,99,99,99,99,1,1,0,275,30,0,0,0,0,45,"not in labor force","unemployed",NA,"Woman","No college degree",NA,"Non-Hispanic White","not married","HS diploma, no college"
